Local time,Open,High,Low,Close,Volume
02.07.2020 00:00:00.000 GMT-0400,1768.825,1768.935,1767.525,1767.555,548659.98
02.07.2020 01:00:00.000 GMT-0400,1767.555,1767.768,1764.168,1766.055,1444440.01
02.07.2020 02:00:00.000 GMT-0400,1766.055,1768.458,1765.698,1767.818,2087199.93
02.07.2020 03:00:00.000 GMT-0400,1767.928,1770.185,1767.165,1769.015,2335150
02.07.2020 04:00:00.000 GMT-0400,1768.985,1772.398,1768.725,1772.188,2553319.93
02.07.2020 05:00:00.000 GMT-0400,1772.188,1773.118,1770.675,1772.858,1973240.02
02.07.2020 06:00:00.000 GMT-0400,1772.858,1774.395,1771.908,1771.938,1619519.95
02.07.2020 07:00:00.000 GMT-0400,1771.898,1773.618,1771.518,1772.598,1528169.99
02.07.2020 08:00:00.000 GMT-0400,1772.858,1772.858,1760.098,1760.198,6312409.88
02.07.2020 09:00:00.000 GMT-0400,1760.198,1774.275,1757.438,1773.495,6708535.19
02.07.2020 10:00:00.000 GMT-0400,1773.485,1778.838,1772.188,1775.438,6143605.23
02.07.2020 11:00:00.000 GMT-0400,1775.438,1779.425,1774.778,1777.898,4692985.06
02.07.2020 12:00:00.000 GMT-0400,1777.908,1778.118,1773.748,1776.408,4071959.97
02.07.2020 13:00:00.000 GMT-0400,1776.408,1778.085,1775.988,1776.848,2943429.95
02.07.2020 14:00:00.000 GMT-0400,1776.878,1777.295,1775.818,1776.958,2124180.08
02.07.2020 15:00:00.000 GMT-0400,1776.958,1777.198,1774.698,1775.648,2123660.09
02.07.2020 16:00:00.000 GMT-0400,1775.688,1776.248,1774.368,1774.648,607310
02.07.2020 17:00:00.000 GMT-0400,1774.648,1774.648,1774.648,1774.648,0
02.07.2020 18:00:00.000 GMT-0400,1775.258,1777.048,1775.108,1775.698,750670.02
02.07.2020 19:00:00.000 GMT-0400,1775.708,1776.275,1775.298,1775.518,596300.01
02.07.2020 20:00:00.000 GMT-0400,1775.478,1776.488,1772.978,1774.778,1133119.94
02.07.2020 21:00:00.000 GMT-0400,1774.778,1777.008,1774.698,1775.745,1666739.94
02.07.2020 22:00:00.000 GMT-0400,1775.695,1776.835,1774.415,1776.688,1040789.96
02.07.2020 23:00:00.000 GMT-0400,1776.698,1776.938,1775.218,1775.508,678489.98
03.07.2020 00:00:00.000 GMT-0400,1775.498,1776.018,1772.698,1774.118,797699.99
03.07.2020 01:00:00.000 GMT-0400,1774.098,1775.518,1772.638,1774.208,1223870.04
03.07.2020 02:00:00.000 GMT-0400,1774.148,1776.305,1772.588,1775.585,2104680.06
03.07.2020 03:00:00.000 GMT-0400,1775.615,1776.788,1774.585,1775.498,2023299.93
03.07.2020 04:00:00.000 GMT-0400,1775.408,1776.208,1773.428,1776.025,1788900.02
03.07.2020 05:00:00.000 GMT-0400,1776.025,1776.178,1773.818,1774.585,1274649.98
03.07.2020 06:00:00.000 GMT-0400,1774.555,1776.598,1773.858,1775.648,1012859.94
03.07.2020 07:00:00.000 GMT-0400,1775.775,1776.978,1774.835,1775.668,1517328.02
03.07.2020 08:00:00.000 GMT-0400,1775.708,1776.158,1774.575,1775.388,1621960.04
03.07.2020 09:00:00.000 GMT-0400,1775.388,1776.038,1773.265,1773.788,2019609.93
03.07.2020 10:00:00.000 GMT-0400,1773.778,1775.808,1773.200,1774.448,1368510.01
03.07.2020 11:00:00.000 GMT-0400,1774.488,1775.805,1774.338,1774.948,980310.02
03.07.2020 12:00:00.000 GMT-0400,1774.948,1776.208,1774.045,1774.818,677160.02
03.07.2020 13:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 14:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 15:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 16:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 17:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 18:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 19:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 20:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 21:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 22:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
03.07.2020 23:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 00:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 01:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 02:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 03:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 04:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 05:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 06:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 07:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 08:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 09:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 10:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 11:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 12:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 13:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 14:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 15:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 16:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 17:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 18:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 19:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 20:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 21:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 22:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
04.07.2020 23:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 00:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 01:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 02:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 03:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 04:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 05:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 06:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 07:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 08:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 09:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 10:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 11:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 12:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 13:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 14:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 15:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 16:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 17:00:00.000 GMT-0400,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 18:00:00.000 GMT-0400,1773.368,1776.148,1773.200,1774.228,577610.02
05.07.2020 19:00:00.000 GMT-0400,1774.298,1775.968,1773.328,1775.258,393390
05.07.2020 20:00:00.000 GMT-0400,1775.255,1776.768,1774.965,1775.638,554090.02
05.07.2020 21:00:00.000 GMT-0400,1775.638,1776.205,1771.408,1772.658,1591269.97
05.07.2020 22:00:00.000 GMT-0400,1772.608,1774.258,1769.818,1773.768,1417415.02
05.07.2020 23:00:00.000 GMT-0400,1773.768,1774.268,1771.898,1772.048,601499.97
06.07.2020 00:00:00.000 GMT-0400,1772.048,1773.318,1771.365,1772.358,568719.98
06.07.2020 01:00:00.000 GMT-0400,1772.368,1773.708,1772.205,1772.798,1065189.96
06.07.2020 02:00:00.000 GMT-0400,1772.795,1776.785,1772.128,1776.595,2372770.07
06.07.2020 03:00:00.000 GMT-0400,1776.585,1777.798,1775.505,1775.935,2322979.93
06.07.2020 04:00:00.000 GMT-0400,1775.938,1777.735,1774.918,1776.708,2974060.06
06.07.2020 05:00:00.000 GMT-0400,1776.678,1778.758,1774.355,1775.195,5210060.12
06.07.2020 06:00:00.000 GMT-0400,1775.215,1776.188,1774.025,1775.728,1706210.02
06.07.2020 07:00:00.000 GMT-0400,1775.778,1779.548,1775.548,1779.218,1771379.95
06.07.2020 08:00:00.000 GMT-0400,1779.228,1785.298,1777.205,1783.208,3518719.91
06.07.2020 09:00:00.000 GMT-0400,1783.065,1786.905,1782.265,1784.198,4997129.92
06.07.2020 10:00:00.000 GMT-0400,1784.198,1786.218,1779.028,1782.188,5766055.11
06.07.2020 11:00:00.000 GMT-0400,1782.188,1785.165,1781.238,1783.578,3780605.08
06.07.2020 12:00:00.000 GMT-0400,1783.578,1784.418,1781.608,1783.268,2029562
06.07.2020 13:00:00.000 GMT-0400,1783.368,1784.525,1782.825,1783.448,2200269.94
06.07.2020 14:00:00.000 GMT-0400,1783.518,1785.968,1782.898,1785.258,2208040
06.07.2020 15:00:00.000 GMT-0400,1785.258,1786.918,1784.668,1786.348,2588239.91
06.07.2020 16:00:00.000 GMT-0400,1786.348,1786.898,1783.698,1784.098,461000
06.07.2020 17:00:00.000 GMT-0400,1784.098,1784.098,1784.098,1784.098,0
06.07.2020 18:00:00.000 GMT-0400,1782.688,1786.308,1782.688,1786.098,562900.01
06.07.2020 19:00:00.000 GMT-0400,1786.098,1786.318,1784.468,1785.748,821129.98
06.07.2020 20:00:00.000 GMT-0400,1785.698,1786.181,1783.328,1785.625,999090.02
06.07.2020 21:00:00.000 GMT-0400,1785.605,1787.038,1783.445,1784.478,2411550.05
06.07.2020 22:00:00.000 GMT-0400,1784.448,1785.295,1782.528,1782.805,1503700.02
06.07.2020 23:00:00.000 GMT-0400,1782.765,1784.808,1782.565,1784.425,946680.01
07.07.2020 00:00:00.000 GMT-0400,1784.375,1784.858,1783.665,1783.665,631259.98
07.07.2020 01:00:00.000 GMT-0400,1783.668,1784.825,1782.368,1784.225,1144510.03
07.07.2020 02:00:00.000 GMT-0400,1784.175,1785.048,1781.948,1782.555,1856920
07.07.2020 03:00:00.000 GMT-0400,1782.555,1784.085,1780.168,1780.595,3129699.95
07.07.2020 04:00:00.000 GMT-0400,1780.568,1781.178,1774.555,1778.038,4152150.15
07.07.2020 05:00:00.000 GMT-0400,1777.938,1778.158,1773.398,1776.795,3307450.06
07.07.2020 06:00:00.000 GMT-0400,1776.775,1777.258,1774.715,1776.285,2202709.91
07.07.2020 07:00:00.000 GMT-0400,1776.245,1778.315,1775.548,1777.735,2249749.9
07.07.2020 08:00:00.000 GMT-0400,1777.695,1780.298,1775.488,1778.538,3442009.93
07.07.2020 09:00:00.000 GMT-0400,1778.528,1786.318,1778.258,1785.000,10732542.99
07.07.2020 10:00:00.000 GMT-0400,1785.000,1796.258,1785.000,1793.858,7413042.07
07.07.2020 11:00:00.000 GMT-0400,1793.818,1796.408,1792.908,1795.048,3653769.97
07.07.2020 12:00:00.000 GMT-0400,1795.078,1796.448,1793.665,1795.748,3983949.9
07.07.2020 13:00:00.000 GMT-0400,1795.768,1796.998,1794.818,1796.598,3120630.03
